time,总长,ID,实际长度,和校验
2025-03-04 06:41:24.680000+00:00,"0x09,0xc4","0x01,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2b,0x0c,","0x09,0xc4,",0x21
2025-03-04 06:41:24.680000+00:00,"0x09,0xc4","0x01,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2b,0x0c,","0x09,0xc4,",0x21
2025-03-04 06:41:24.680000+00:00,"0x09,0xc4","0x01,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2b,0x0c,","0x09,0xc4,",0x21
2025-03-04 06:41:24.680000+00:00,"0x09,0xc4","0x01,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2b,0x0c,","0x09,0xc4,",0x21
2025-03-04 06:41:24.680000+00:00,"0x09,0xc4","0x01,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2b,0x0c,","0x09,0xc4,",0x21
2025-03-04 06:41:24.680000+00:00,"0x09,0xc4","0x01,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2b,0x0c,","0x09,0xc4,",0x21
2025-03-04 06:41:47.726000+00:00,"0x09,0xc4","0x02,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x20,0x0c,","0x09,0xc4,",0x16
2025-03-04 06:41:47.726000+00:00,"0x09,0xc4","0x02,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x20,0x0c,","0x09,0xc4,",0x16
2025-03-04 06:41:47.726000+00:00,"0x09,0xc4","0x02,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x20,0x0c,","0x09,0xc4,",0x16
2025-03-04 06:41:47.726000+00:00,"0x09,0xc4","0x02,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x20,0x0c,","0x09,0xc4,",0x16
2025-03-04 06:41:47.726000+00:00,"0x09,0xc4","0x02,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x20,0x0c,","0x09,0xc4,",0x16
2025-03-04 06:41:47.726000+00:00,"0x09,0xc4","0x02,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x20,0x0c,","0x09,0xc4,",0x16
2025-03-04 06:42:10.711000+00:00,"0x09,0xc4","0x03,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2a,0x0c,","0x09,0xc4,",0x20
2025-03-04 06:42:10.711000+00:00,"0x09,0xc4","0x03,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2a,0x0c,","0x09,0xc4,",0x20
2025-03-04 06:42:10.711000+00:00,"0x09,0xc4","0x03,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2a,0x0c,","0x09,0xc4,",0x20
2025-03-04 06:42:10.711000+00:00,"0x09,0xc4","0x03,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2a,0x0c,","0x09,0xc4,",0x20
2025-03-04 06:42:10.711000+00:00,"0x09,0xc4","0x03,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2a,0x0c,","0x09,0xc4,",0x20
2025-03-04 06:42:10.711000+00:00,"0x09,0xc4","0x03,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x2a,0x0c,","0x09,0xc4,",0x20
2025-03-04 06:42:33.735000+00:00,"0x09,0xc4","0x04,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x28,0x0c,","0x09,0x60,",0xba
2025-03-04 06:42:33.735000+00:00,"0x09,0xc4","0x04,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x28,0x0c,","0x09,0x60,",0xba
2025-03-04 06:42:33.735000+00:00,"0x09,0xc4","0x04,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x28,0x0c,","0x09,0x60,",0xba
2025-03-04 06:42:33.735000+00:00,"0x09,0xc4","0x04,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x28,0x0c,","0x09,0x60,",0xba
2025-03-04 06:42:33.735000+00:00,"0x09,0xc4","0x04,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x28,0x0c,","0x09,0x60,",0xba
2025-03-04 06:42:33.735000+00:00,"0x09,0xc4","0x04,0x97,0x78,0x01,0x00,0x00,0x0f,0x61,0x28,0x0c,","0x09,0x60,",0xba
